Name,Gender,"Rating Value","Rating Count","Main Accords",Perfumers,Description,url
"Huiles 85 Bourbon French Parfumsfor women and men","for women and men",4.5,2,"['powdery', 'musky', 'warm spicy']",[],"Huiles 85byBourbon French Parfumsis a Woody Floral Musk fragrance for women and men.",https://www.fragrantica.com/perfume/Bourbon-French-Parfums/Huiles-85-38841.html
"Flowers for men: Rose Neil Morrisfor men","for men",3.33,3,"['rose', 'musky', 'powdery', 'woody', 'amber', 'patchouli', 'floral', 'warm spicy', 'earthy', 'animalic']","['Neil Morris']","Flowers for men: RosebyNeil Morrisis a Chypre Floral fragrance for men. The nose behind this fragrance is Neil Morris. Top notes are Bergamot, Watery Notes and Floral Notes; middle notes are Bulgarian Rose and White Rose; base notes are Musk, Amber, Patchouli, Sandalwood and Oakmoss.",https://www.fragrantica.com/perfume/Neil-Morris/Flowers-for-men-Rose-24099.html
"Passport Tokyo Paris Hiltonfor women","for women",3.49,309,"['woody', 'citrus', 'powdery', 'white floral', 'fruity', 'floral', 'musky', 'fresh', 'aromatic', 'sweet']",[],"Passport TokyobyParis Hiltonis a Floral Woody Musk fragrance for women.Passport Tokyowas launched in 2010. Top notes are Amalfi Lemon and Red Apple; middle notes are Frangipani, African Orange Flower, Iris and Jasmine; base notes are Virginia Cedar, Sandalwood and Musk.",https://www.fragrantica.com/perfume/Paris-Hilton/Passport-Tokyo-10581.html
"Green Lover Lolita Lempickafor men","for men",3.94,"1,660","['aromatic', 'vanilla', 'fresh spicy', 'woody', 'green', 'citrus', 'powdery', 'herbal']","['Maïa Lernout']","Green LoverbyLolita Lempickais a Aromatic Spicy fragrance for men.Green Loverwas launched in 2019. The nose behind this fragrance is Maïa Lernout. Top notes are Green Mandarin and Pepper; middle notes are Gin, Mint and Juniper Berries; base notes are Madagascar Vanilla and Musk.",https://www.fragrantica.com/perfume/Lolita-Lempicka/Green-Lover-55323.html
"La Vita Maison Alhambrafor women","for women",4.25,8,"['sweet', 'patchouli', 'woody', 'citrus', 'earthy', 'warm spicy', 'lactonic', 'balsamic', 'vanilla', 'iris']",[],"La VitabyMaison Alhambrais a Leather fragrance for women.La Vitawas launched in 2022. Top notes are Grapefruit and Bergamot; middle notes are Praline, Bulgarian Rose and Iris; base notes are Patchouli, Vanilla and Leather.",https://www.fragrantica.com/perfume/Maison-Alhambra/La-Vita-93855.html
"Opalerosa Omnia Profumifor women and men","for women and men",3.11,9,"['rose', 'citrus', 'sweet', 'vanilla', 'woody', 'powdery', 'floral', 'oud', 'patchouli', 'lactonic']","['Fabrizio Tagliacarne']","OpalerosabyOmnia Profumiis a Amber Woody fragrance for women and men.Opalerosawas launched in 2020. The nose behind this fragrance is Fabrizio Tagliacarne. Top notes are Mandarin Orange and Bergamot; middle notes are Rose and Violet; base notes are Vanilla, Praline, Cedar, Agarwood (Oud) and Patchouli.",https://www.fragrantica.com/perfume/Omnia-Profumi/Opalerosa-60362.html
"Ambush original Danafor women","for women",4.12,133,"['powdery', 'vanilla', 'aromatic', 'lavender', 'citrus', 'fresh spicy', 'floral', 'almond', 'herbal']",[],"Ambush originalbyDanais a Amber Fougere fragrance for women.Ambush originalwas launched in 1955. Top notes are Lavender, Bergamot, Sage and Lemon; middle notes are Rose, Geranium and Carnation; base notes are Heliotrope, Tonka Bean, Sandalwood and Vanilla.",https://www.fragrantica.com/perfume/Dana/Ambush-original-4587.html
"Al Hareem Sultan Pasha Attarsfor women and men","for women and men",4.38,50,"['musky', 'oud', 'rose', 'amber', 'powdery', 'warm spicy', 'animalic', 'woody', 'tobacco', 'lactonic']","['Sultan Pasha']","Al HareembySultan Pasha Attarsis a Amber Floral fragrance for women and men.Al Hareemwas launched in 2015. The nose behind this fragrance is Sultan Pasha. Top notes are Butter, Rose and Saffron; middle notes are Turkish Rose and Sandalwood; base notes are Agarwood (Oud), Musk, Hyrax, Ambergris and Tobacco.",https://www.fragrantica.com/perfume/Sultan-Pasha-Attars/Al-Hareem-43210.html
"Bois Precieux Secret II Eisenbergfor men","for men",3.81,53,"['woody', 'warm spicy', 'amber', 'powdery', 'tobacco', 'earthy', 'balsamic', 'sweet', 'vanilla', 'aromatic']",[],"Bois Precieux Secret IIbyEisenbergis a Amber Woody fragrance for men.Bois Precieux Secret IIwas launched in 2017. Top notes are Saffron, Pink Pepper, Orange and Bergamot; middle notes are Patchouli, Cedar, Rose and Cypriol Oil or Nagarmotha; base notes are Sandalwood, Tobacco, Amber, Vetiver, Incense, Vanilla, Musk, Tonka Bean and Benzoin.",https://www.fragrantica.com/perfume/Eisenberg/Bois-Precieux-Secret-II-47289.html
"Greg Devil Arno Sorelfor men","for men",3.6,5,"['warm spicy', 'citrus', 'woody', 'powdery', 'amber', 'aromatic', 'musky', 'white floral', 'fresh']",[],"Greg DevilbyArno Sorelis a Aromatic Spicy fragrance for men. Top notes are Ginger, Lemon, Grapefruit and Orange; middle notes are Sandalwood, Cedar, Jasmine, Cardamom and Chestnut; base notes are Amber and Musk.",https://www.fragrantica.com/perfume/Arno-Sorel/Greg-Devil-34210.html
"Mademoiselle Ricci Nina Riccifor women","for women",3.8,"1,653","['rose', 'floral', 'musky', 'sweet', 'fruity', 'powdery', 'soft spicy', 'woody']","['Alberto Morillas']","Mademoiselle RiccibyNina Ricciis a Floral Woody Musk fragrance for women.Mademoiselle Ricciwas launched in 2012. The nose behind this fragrance is Alberto Morillas. Top notes are Wild Rose, Pink Pepper and Raspberry; middle notes are Rose Hip, Nerium Oleander and Laurels; base notes are Musk, White Wood, Violet, Amber and Cedar.",https://www.fragrantica.com/perfume/Nina-Ricci/Mademoiselle-Ricci-15474.html
"Marjan Al Haramain Perfumesfor women and men","for women and men",3.53,30,"['woody', 'warm spicy', 'aromatic', 'amber', 'floral', 'oud', 'patchouli', 'conifer', 'balsamic']",[],"MarjanbyAl Haramain Perfumesis a Woody Spicy fragrance for women and men.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Marjan-19812.html
"California Star Jasmine Pacificafor women","for women",3.93,125,"['white floral', 'citrus', 'woody', 'marine']","['Brook Harvey-Taylor']","California Star JasminebyPacificais a Floral fragrance for women. The nose behind this fragrance is Brook Harvey-Taylor.",https://www.fragrantica.com/perfume/Pacifica/California-Star-Jasmine-9988.html
"Jasmin L'Eau De Cassisfor women and men","for women and men",,,"['white floral']",[],"JasminbyL'Eau De Cassisis a Amber Floral fragrance for women and men.",https://www.fragrantica.com/perfume/L-Eau-De-Cassis/Jasmin-65763.html
"Suede Michael Korsfor women","for women",4.22,94,"['white floral', 'floral', 'woody', 'tuberose', 'musky', 'citrus', 'lactonic', 'animalic']",[],"SuedebyMichael Korsis a Floral Woody Musk fragrance for women.Suedewas launched in 2012. Top notes are Water Lily, Orange Blossom, Mandarin Orange and Violet Leaf; middle notes are Gardenia, Tuberose, Champaca and Jasmine; base notes are Frangipani, Cashmere Wood, Sandalwood and Musk.",https://www.fragrantica.com/perfume/Michael-Kors/Suede-14779.html
"Apotheose de Rose Monotheme Veneziafor women","for women",3.67,183,"['rose', 'sweet', 'fruity', 'musky', 'citrus', 'vanilla', 'patchouli', 'floral', 'amber', 'warm spicy']",[],"Apotheose de RosebyMonotheme Veneziais a Floral fragrance for women. Top notes are Pear and Mandarin Orange; middle note is Rose; base notes are Tonka Bean, Musk and Patchouli.",https://www.fragrantica.com/perfume/Monotheme-Venezia/Apotheose-de-Rose-15661.html
"Prelude S. Blanche Eudorafor women","for women",4.1,217,"['sweet', 'caramel', 'chocolate', 'floral', 'honey', 'fresh', 'musky']",[],"Prelude S. BlanchebyEudorais a Floral Fruity Gourmand fragrance for women.Prelude S. Blanchewas launched in 2016. Top notes are Caramel, White Pepper and Nashi Pear; middle notes are Peony, Silkwood Blossom and Lily; base notes are Honey, Musk, White Woods, Accord Eudora® and Madagascar Sandalwood.",https://www.fragrantica.com/perfume/Eudora/Prelude-S-Blanche-43149.html
"Amuro 6 Dzintarsfor women","for women",5,1,"['floral', 'woody', 'powdery', 'sweet', 'musky', 'amber', 'fruity', 'green', 'violet', 'aquatic']",[],"Amuro 6byDzintarsis a Amber Floral fragrance for women.Amuro 6was launched in 2013. Top notes are Pomegranate, Persimmon and Green Accord; middle notes are Orchid, Lotus and Violet; base notes are Musk, Amber and Cashmirwood.",https://www.fragrantica.com/perfume/Dzintars/Amuro-6-89572.html
"Upbeat for Her Mary Kayfor women","for women",3.74,88,"['white floral', 'fruity', 'fresh', 'amber', 'patchouli', 'musky', 'green', 'powdery', 'woody']",[],"Upbeat for HerbyMary Kayis a Chypre Fruity fragrance for women.Upbeat for Herwas launched in 2016. Top notes are Apple and Peach; middle notes are Lily-of-the-Valley, Pink Jasmine and Honeysuckle; base notes are Patchouli, Musk, Amber and Agarwood (Oud).",https://www.fragrantica.com/perfume/Mary-Kay/Upbeat-for-Her-37966.html
"Barbie Lushfor women and men","for women and men",3.12,48,"['almond', 'sweet', 'citrus', 'vanilla', 'nutty', 'fruity', 'amber', 'aromatic']","['Alina Gliwinska']","BarbiebyLushis a Citrus Gourmand fragrance for women and men. This is a new fragrance.Barbiewas launched in 2023. The nose behind this fragrance is Alina Gliwinska.",https://www.fragrantica.com/perfume/Lush/Barbie-84311.html
"Contessa di Castiglione Lady Gold Acqua di Genovafor women","for women",4.5,2,"['nutty', 'woody', 'coconut', 'sweet', 'patchouli', 'white floral', 'amber', 'musky', 'floral', 'fruity']",[],"Contessa di Castiglione Lady GoldbyAcqua di Genovais a Floral Fruity fragrance for women.Contessa di Castiglione Lady Goldwas launched during the 2010's. Top notes are Black Currant, White Peach and Freesia; middle notes are Coconut, Hazelnut, Jasmine and Rose; base notes are Patchouli, Amber and Musk.",https://www.fragrantica.com/perfume/Acqua-di-Genova/Contessa-di-Castiglione-Lady-Gold-45103.html
"Elegante Avonfor women","for women",3.88,8,"['aldehydic', 'amber', 'fresh', 'white floral', 'floral', 'soapy']",[],"ElegantebyAvonis a Floral Aldehyde fragrance for women.Elegantewas launched in 2015. Top note is Aldehydes; middle notes are Jasmine and Magnolia; base note is Amber.",https://www.fragrantica.com/perfume/Avon/Elegante-73643.html
"Hollister Wave X For Man Hollisterfor men","for men",3.91,33,"['aromatic', 'citrus', 'fresh spicy', 'amber', 'ozonic', 'musky', 'aquatic', 'woody', 'animalic', 'herbal']","['Linda Chinery']","Hollister Wave X For ManbyHollisteris a fragrance for men. This is a new fragrance.Hollister Wave X For Manwas launched in 2022. The nose behind this fragrance is Linda Chinery. Top notes are Watermelon, Grapefruit and Bergamot; middle notes are Cypress, Sage and Lavender; base notes are Ambergris, Musk and Cedar.",https://www.fragrantica.com/perfume/Hollister/Hollister-Wave-X-For-Man-76763.html
"Tristan Ramon Monegalfor men","for men",4,2,"['woody', 'aromatic', 'fresh spicy', 'earthy']","['Ramon Monegal']","TristanbyRamon Monegalis a fragrance for men.Tristanwas launched in 2019. The nose behind this fragrance is Ramon Monegal.",https://www.fragrantica.com/perfume/Ramon-Monegal/Tristan-56548.html
"NU Leather UERMIfor women and men","for women and men",4,8,"['woody', 'leather', 'fresh spicy', 'powdery', 'animalic', 'warm spicy', 'musky', 'smoky']","['Luca Maffei']","NU LeatherbyUERMIis a Leather fragrance for women and men.NU Leatherwas launched in 2019. The nose behind this fragrance is Luca Maffei.",https://www.fragrantica.com/perfume/UERMI/NU-Leather-54813.html
"Juniperus Fiele Fragrancesfor women and men","for women and men",4,14,"['aromatic', 'woody', 'fresh spicy', 'amber', 'citrus', 'fresh', 'sweet']",[],"JuniperusbyFiele Fragrancesis a fragrance for women and men.",https://www.fragrantica.com/perfume/Fiele-Fragrances/Juniperus-53392.html
"Zinnia Florisfor women","for women",3.95,61,"['powdery', 'floral', 'green', 'ozonic', 'warm spicy', 'vanilla', 'iris', 'rose', 'aromatic', 'woody']",[],"ZinniabyFlorisis a Amber Floral fragrance for women. Top notes are Violet Leaf and Galbanum; middle notes are Carnation, Iris, Rose and Lily-of-the-Valley; base notes are Heliotrope, Sandalwood, Musk and Vanilla.",https://www.fragrantica.com/perfume/Floris/Zinnia-5549.html
"Pur Magnolia Cartierfor women","for women",3.78,54,"['citrus', 'floral', 'fresh']","['Mathilde Laurent']","Pur MagnoliabyCartieris a Floral fragrance for women.Pur Magnoliawas launched in 2020. The nose behind this fragrance is Mathilde Laurent.",https://www.fragrantica.com/perfume/Cartier/Pur-Magnolia-60152.html
"Roses De La Nuit Exuma Parfumsfor women and men","for women and men",3.78,18,"['rose', 'woody', 'fresh spicy', 'patchouli', 'musky', 'aromatic', 'amber', 'warm spicy', 'floral', 'balsamic']","['Jordi Fernández']","Roses De La NuitbyExuma Parfumsis a Chypre Floral fragrance for women and men.Roses De La Nuitwas launched in 2019. The nose behind this fragrance is Jordi Fernández. Top notes are Damask Rose and Geranium; middle notes are Patchouli, Cashmere Wood and Orange Blossom; base notes are Amber, Musk and Vanilla.",https://www.fragrantica.com/perfume/Exuma-Parfums/Roses-De-La-Nuit-62222.html
"Burberry Brit Burberryfor women","for women",3.98,"8,326","['sweet', 'vanilla', 'fruity', 'almond', 'citrus', 'nutty', 'amber', 'floral', 'fresh', 'powdery']","['Natalie Gracia-Cetto']","Burberry BritbyBurberryis a Floral Fruity fragrance for women.Burberry Britwas launched in 2003. The nose behind this fragrance is Natalie Gracia-Cetto. Top notes are Almond, Lime and Pear; middle notes are Candied Almond, Sugar and Peony; base notes are Vanilla, Tonka Bean, Amber and Mahogany.",https://www.fragrantica.com/perfume/Burberry/Burberry-Brit-819.html
"Ravissiment Ikiryōfor women and men","for women and men",1,1,"['floral', 'citrus', 'white floral', 'tropical', 'lactonic', 'musky', 'powdery', 'animalic']","['Vincent of Dreamhouse']","RavissimentbyIkiryōis a fragrance for women and men.Ravissimentwas launched in 2020. The nose behind this fragrance is Vincent of Dreamhouse.",https://www.fragrantica.com/perfume/Ikiryo/Ravissiment-60111.html
"Flowerbomb Holiday Limited Edition 2018 Viktor&Rolffor women","for women",5,3,"['floral', 'citrus', 'white floral', 'sweet', 'green', 'musky', 'rose', 'patchouli', 'fruity', 'powdery']",[],"Flowerbomb Holiday Limited Edition 2018byViktor&Rolfis a Amber Floral fragrance for women.Flowerbomb Holiday Limited Edition 2018was launched in 2018. Flowerbomb Holiday Limited Edition 2018 was created by Olivier Polge, Carlos Benaim, Dominique Ropion and Domitille Michalon Bertier. Top notes are Lime, Tea and Osmanthus; middle notes are Jasmine, Orange Blossom, Freesia, Rose and Orchid; base notes are Musk and Patchouli.",https://www.fragrantica.com/perfume/Viktor-Rolf/Flowerbomb-Holiday-Limited-Edition-2018-52087.html
"Wave 2 For Her Hollisterfor women","for women",3.44,283,"['sweet', 'white floral', 'fruity', 'coconut', 'floral', 'sand', 'citrus', 'lactonic', 'woody', 'vanilla']",[],"Wave 2 For HerbyHollisteris a Floral Fruity fragrance for women.Wave 2 For Herwas launched in 2017. Top notes are Coconut Nectar, Peach and Mandarin Orange; middle notes are Tiare Flower, Water Lily and Pink Freesia; base notes are Sand, Driftwood and Orchid.",https://www.fragrantica.com/perfume/Hollister/Wave-2-For-Her-44906.html
"C-Thru Charming Sarantisfor women","for women",3.71,66,"['fruity', 'sweet', 'vanilla', 'powdery', 'fresh', 'floral', 'musky', 'white floral', 'rose', 'violet']",[],"C-Thru CharmingbySarantisis a Floral Fruity fragrance for women.C-Thru Charmingwas launched in 2011. Top notes are Raspberry, Red Apple and Mandarin Orange; middle notes are Peony, White Flowers and Violet; base notes are Vanilla, Musk and Benzoin.",https://www.fragrantica.com/perfume/Sarantis/C-Thru-Charming-14787.html
"Lavanda Granadofor women and men","for women and men",4.04,70,"['aromatic', 'woody', 'lavender', 'musky', 'fresh spicy', 'herbal', 'powdery', 'amber', 'soft spicy']",[],"LavandabyGranadois a Woody Aromatic fragrance for women and men.Lavandawas launched in 2021. Top notes are Sage, Rosemary and Mandarin Orange; middle notes are Lavender, Peony and Rose; base notes are Cedar, Musk and Amber.",https://www.fragrantica.com/perfume/Granado/Lavanda-68431.html
"Night Caviar Paris Elyseesfor men","for men",4.13,134,"['aromatic', 'soft spicy', 'lavender', 'vanilla', 'anis', 'musky', 'bitter', 'powdery', 'sweet', 'fresh']",[],"Night CaviarbyParis Elyseesis a Amber fragrance for men.Night Caviarwas launched in 2021. Top notes are Absinthe, Fennel and Anise; middle note is Lavender; base notes are Black Vanilla Husk and Musk.",https://www.fragrantica.com/perfume/Paris-Elysees/Night-Caviar-70583.html
"Wild Python Mancerafor women","for women",3.8,974,"['white floral', 'tuberose', 'fruity', 'floral', 'animalic', 'citrus', 'powdery', 'musky', 'sweet']",[],"Wild PythonbyMancerais a Chypre Floral fragrance for women.Wild Pythonwas launched in 2018. Top notes are Indian Tuberose, Osmanthus, Peach and Bergamot; middle notes are Jasmine, Orange Blossom and Patchouli Leaf; base notes are White Musk and Vanilla Pod.",https://www.fragrantica.com/perfume/Mancera/Wild-Python-49151.html
"Pomar de Limas Naturafor women","for women",4.22,9,"['citrus', 'woody', 'fresh spicy', 'aromatic', 'white floral', 'rose', 'warm spicy', 'earthy', 'powdery', 'sweet']","['Joachim Correl']","Pomar de LimasbyNaturais a Citrus fragrance for women.Pomar de Limaswas launched in 2004. The nose behind this fragrance is Joachim Correl. Top notes are Grapefruit, Orange Blossom, Lime, Black Pepper, Lavender and Bergamot; middle notes are Geranium, Jasmine, Rose, Iris and Benzoin; base notes are Cedar, Guaiac Wood, Amyris, Musk, Vetiver and Patchouli.",https://www.fragrantica.com/perfume/Natura/Pomar-de-Limas-71517.html
